,Row.names,logFC,logCPM,LR,PValue,FDR,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align,,
477,Solyc02g082120,0.371622388,11.6551276,13.6152861,0.000224351,0.00179481,AT5G44680,NA,methyladenine glycosylase family protein; similar to methyladenine glycosylase family protein [Arabidopsis thaliana] (TAIR:AT3G12710.1); similar to Methyladenine glycosylase [Medicago truncatula] (GB:ABE81339.1); contains InterPro domain Methyladenine glycosylase; (InterPro:IPR005019); contains InterPro domain DNA glycosylase; (InterPro:IPR011257),53.32,392,1.00E-109,393,97.47474747,,
303,Solyc02g072040,0.373274264,4.71652539,1.316648354,0.251194453,0.49184765,AT1G17030,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G47010.2); similar to Os05g0272800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055066.1); similar to hypothetical protein MtrDRAFT_AC136840g22v1 [Medicago truncatula] (GB:ABE82418.1); similar to Os05g0272200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055064.1),63.34,491,0,652,95.4,,
513,Solyc02g082520,0.373842893,2.660276848,0.214784983,0.643042557,0.787984143,AT2G42005,NA,"amino acid transporter family protein; similar to amino acid transporter family protein [Arabidopsis thaliana] (TAIR:AT4G38250.1); similar to amino acid transport protein (GB:AAB82307.1); similar to OSIGBa0158F05.8 [Oryza sativa (indica cultivar-group)] (GB:CAH66759.1); similar to OSJNBa0017B10.14 [Oryza sativa (japonica cultivar-group)] (GB:CAE03099.2); contains InterPro domain Amino acid/polyamine transporter II; (InterPro:IPR002422); contains InterPro domain Amino acid transporter, transmembrane; (InterPro:IPR013057)",58.72,407,7.00E-126,447,95,,
5,Solyc02g068520,0.387449045,5.104222533,1.280897357,0.257732254,0.493373171,NA,NA,NA,NA,NA,NA,NA,NA,,
237,Solyc02g071190,0.41281216,8.655750199,14.00307714,0.000182512,0.001552798,AT5G46390,NA,"peptidase S41 family protein; similar to peptidase S41 family protein [Arabidopsis thaliana] (TAIR:AT3G57680.1); similar to D1 protease-like protein precursor [Nicotiana plumba (GB:AAL99045.1); contains InterPro domain PDZ/DHR/GLGF; (InterPro:IPR001478); contains InterPro domain Peptidase S41; (InterPro:IPR005151); contains InterPro domain Peptidase S41A, C-terminal protease; (InterPro:IPR004447)",68.82,372,6.00E-144,507,79.004329,,
506,Solyc02g082450,0.41830087,3.94262078,0.884942226,0.346851607,0.587691885,AT2G17500,NA,auxin efflux carrier family protein; similar to auxin efflux carrier family protein [Arabidopsis thaliana] (TAIR:AT5G65980.1); similar to Auxin Efflux Carrier [Medicago truncatula] (GB:ABE78071.1); contains InterPro domain Auxin Efflux Carrier; (InterPro:IPR004776),61.33,406,6.00E-149,523,99.26108374,,
55,Solyc02g069130,0.418880126,8.808455012,16.51332194,4.83E-05,0.000507644,NA,NA,NA,NA,NA,NA,NA,NA,,
443,Solyc02g081690,0.425995712,8.1698747,11.25275021,0.000795051,0.005326844,NA,NA,NA,NA,NA,NA,NA,NA,,
536,Solyc02g082760,0.437250314,12.58230851,24.22838108,8.56E-07,1.53E-05,AT4G35090,CAT2,"Encodes a peroxisomal catalase, highly expressed in bolts and leaves.  mRNA expression patterns show circadian regulation with mRNA levels being high in the subjective early morning.",89.02,492,0,943,99.59432049,,
321,Solyc02g080230,0.441864349,9.239034977,20.7717991,5.17E-06,7.50E-05,NA,NA,NA,NA,NA,NA,NA,NA,,
252,Solyc02g071350,0.44283816,6.566035332,2.789695448,0.094872257,0.255535324,AT4G18050,PGP9,"PGP9 (P-GLYCOPROTEIN 9); ATPase, coupled to transmembrane movement of substances; Identical to Multidrug resistance protein 9 (P-glycoprotein 9) (MDR9) [Arabidopsis Thaliana] (GB:Q9M0M2;GB:Q9SVW6); similar to PGP11 (P-GLYCOPROTEIN 11), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT1G02520.1); similar to (P-GLYCOPROTEIN 7, PGP7), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT5G46540.1); similar to PGP4 (P-GLYCOPROTEIN 4, P-GLYCOPROTEIN4), ATPase, coupled to transmembrane movement of substances / xenobiotic-transporting ATPase [Arabidopsis thaliana] (TAIR:AT2G47000.1); similar to Cyclic peptide transporter [Medicago truncatula] (GB:ABE92210.1); similar to Cyclic peptide transporter [Medicago truncatula] (GB:ABE80334.1); similar to Cyclic peptide transporter [Medicago truncatula] (GB:ABE93334.1); contains InterPro domain ABC transporter, transmembrane region, type 1; (InterPro:IPR011527); contains InterPro domain ABC transporter, transmembrane region; (InterPro:IPR001140); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)",70.49,1264,0,1768,99.76265823,,
353,Solyc02g080570,0.445387905,11.78856976,28.66409229,8.61E-08,2.20E-06,NA,NA,NA,NA,NA,NA,NA,NA,,
287,Solyc02g071830,0.44890532,6.383487316,5.006069229,0.025258597,0.087913037,NA,NA,NA,NA,NA,NA,NA,NA,,
213,Solyc02g070940,0.452691152,16.51301222,9.988273253,0.001575403,0.009595634,AT1G29930,AB140,"Subunit of light-harvesting complex II (LHCII),which absorbs light and transfers energy to the photosynthetic reaction center.",88.76,267,3.00E-132,467,99.2481203,,
73,Solyc02g069360,0.461629582,2.538086155,0.280764969,0.596200266,0.766338952,AT5G45120,NA,"aspartyl protease family protein; similar to aspartyl protease family protein [Arabidopsis thaliana] (TAIR:AT4G16563.1); similar to Peptidase aspartic, active site [Medicago truncatula] (GB:ABE80893.1); contains InterPro domain Peptidase A1, pepsin; (InterPro:IPR001461); contains InterPro domain Peptidase aspartic, catalytic; (InterPro:IPR009007)",66.81,458,1.00E-174,610,91.76954733,,
117,Solyc02g069810,0.463314476,2.540172121,0.281423091,0.595769986,0.766338952,NA,NA,NA,NA,NA,NA,NA,NA,,
305,Solyc02g072070,0.468703319,4.784552978,1.88945378,0.169263543,0.39105715,NA,NA,NA,NA,NA,NA,NA,NA,,
516,Solyc02g082550,0.469370986,9.140126467,22.31770134,2.31E-06,3.64E-05,AT4G35500,NA,"protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G17530.1); similar to SRPK4 [Oryza sativa] (GB:AAL58968.1); similar to Os09g0552300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063873.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)",70.96,427,2.00E-179,625,94.85458613,,
368,Solyc02g080810,0.471859421,13.62992067,25.71718904,3.95E-07,8.15E-06,AT1G11860,NA,"aminomethyltransferase, putative; Identical to Aminomethyltransferase, mitochondrial precursor (EC 2.1.2.10) (Glycine cleavage system T protein) (GCVT) (GDCST) [Arabidopsis Thaliana] (GB:O65396;GB:Q42123); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G60990.2); similar to Aminomethyltransferase, mitochondrial precursor (Glycine cleavage system T protein) (GCVT) (GB:P93256); similar to Aminomethyltransferase, mitochondrial precursor (Glycine cleavage system T protein) (GCVT) (GB:O49849); similar to Aminomethyltransferase, mitochondrial precursor (Glycine cleavage system T protein) (GCVT) (GB:P49363); contains InterPro domain Glycine cleavage T protein (aminomethyl transferase); (InterPro:IPR006222); contains InterPro domain Glycine cleavage system T protein; (InterPro:IPR006223)",86.24,407,0,742,99.50859951,,
172,Solyc02g070500,0.473347826,12.58445445,24.55883131,7.21E-07,1.33E-05,AT5G46230,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G09310.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAC10818.1); similar to Os07g0119800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058773.1); similar to Os01g0210600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042369.1); contains InterPro domain Protein of unknown function DUF538; (InterPro:IPR007493),55.3,132,2.00E-34,141,88.51351351,,
83,Solyc02g069460,0.478306904,14.29562637,25.57623362,4.25E-07,8.44E-06,AT1G31330,PSAF,Encodes subunit F of photosystem I.,67.54,228,1.00E-80,295,99.12663755,,
212,Solyc02g070930,0.482908444,8.164435593,14.72965803,0.000124079,0.001090268,NA,NA,NA,NA,NA,NA,NA,NA,,
323,Solyc02g080260,0.49769663,9.784080692,17.19297601,3.38E-05,0.000377079,AT4G04890,PDF2,"Encodes a homeodomain protein that is expressed in the LI layer of the vegetative, floral and inflorescence meristems. Binds to the L1 box promoter element which is required in some proteins for L1 specific expression.",72,750,0,1061,97.34042553,,
171,Solyc02g070490,0.498828488,8.977836189,20.24752692,6.80E-06,9.12E-05,NA,NA,NA,NA,NA,NA,NA,NA,,
196,Solyc02g070760,0.509598166,9.684404053,19.76642915,8.75E-06,0.000114398,AT2G34460,NA,flavin reductase-related; similar to catalytic/ coenzyme binding [Arabidopsis thaliana] (TAIR:AT3G18890.1); similar to NAD-dependent epimerase/dehydratase [Medicago truncatula] (GB:ABE78360.1); contains InterPro domain NAD-dependent epimerase/dehydratase; (InterPro:IPR001509),68.7,262,1.00E-102,369,87.79661017,,
366,Solyc02g080780,0.512045538,8.872652609,21.60287657,3.35E-06,5.14E-05,NA,NA,NA,NA,NA,NA,NA,NA,,
188,Solyc02g070660,0.535846724,7.306897051,12.74520582,0.000356923,0.002733009,NA,NA,NA,NA,NA,NA,NA,NA,,
502,Solyc02g082410,0.544539562,5.505822667,3.63393951,0.056612661,0.165816318,AT4G35300,TMT2,"TMT2 (TONOPLAST MONOSACCHARIDE TRANSPORTER2); carbohydrate transporter/ nucleoside transporter/ sugar porter; Identical to Monosaccharide-sensing protein 2 (Sugar transporter MSSP2) (MSSP2) [Arabidopsis Thaliana] (GB:Q8LPQ8;GB:O65497); similar to TMT3 (TONOPLAST MONOSACCHARIDE TRANSPORTER3), carbohydrate transporter/ nucleoside transporter/ sugar porter [Arabidopsis thaliana] (TAIR:AT3G51490.1); similar to TMT1 (TONOPLAST MONOSACCHARIDE TRANSPORTER1), carbohydrate transporter/ nucleoside transporter/ sugar porter [Arabidopsis thaliana] (TAIR:AT1G20840.1); similar to hexose transporter 6 [Vitis vinifera] (GB:AAX47312.1); similar to Sugar transporter superfamily; Major facilitator superfamily MFS_1 [Medicago truncatula] (GB:ABE78431.1); similar to putative hexose transporter [Vitis vinifera] (GB:AAY40466.1); contains InterPro domain Sugar transporter; (InterPro:IPR003663); contains InterPro domain Sugar transporter superfamily; (InterPro:IPR005829); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain General substrate transporter; (InterPro:IPR005828)",66.85,733,0,840,99.01129944,,
425,Solyc02g081490,0.548671305,7.626544602,13.90188065,0.000192606,0.001588256,NA,NA,NA,NA,NA,NA,NA,NA,,
405,Solyc02g081280,0.552922476,2.713554962,0.496373973,0.481097715,0.698830285,NA,NA,NA,NA,NA,NA,NA,NA,,
528,Solyc02g082680,0.553513457,11.20728272,31.09660768,2.46E-08,6.93E-07,NA,NA,NA,NA,NA,NA,NA,NA,,
21,Solyc02g068710,0.556430153,8.01508956,20.56873958,5.75E-06,7.91E-05,AT1G31170,ATSRX,encodes a cysteine-sulfinic acid reductase (sulfiredoxin - EC 1.8.98.2) capable of reducing overoxidized plastidic 2-Cys-Prx involved in peroxide detoxification and response to oxidative stress,72,125,3.00E-42,166,98.4,,
251,Solyc02g071340,0.570603609,4.179255432,2.01372518,0.155882151,0.371345925,AT4G18050,PGP9,"PGP9 (P-GLYCOPROTEIN 9); ATPase, coupled to transmembrane movement of substances; Identical to Multidrug resistance protein 9 (P-glycoprotein 9) (MDR9) [Arabidopsis Thaliana] (GB:Q9M0M2;GB:Q9SVW6); similar to PGP11 (P-GLYCOPROTEIN 11), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT1G02520.1); similar to (P-GLYCOPROTEIN 7, PGP7), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT5G46540.1); similar to PGP4 (P-GLYCOPROTEIN 4, P-GLYCOPROTEIN4), ATPase, coupled to transmembrane movement of substances / xenobiotic-transporting ATPase [Arabidopsis thaliana] (TAIR:AT2G47000.1); similar to Cyclic peptide transporter [Medicago truncatula] (GB:ABE92210.1); similar to Cyclic peptide transporter [Medicago truncatula] (GB:ABE80334.1); similar to Cyclic peptide transporter [Medicago truncatula] (GB:ABE93334.1); contains InterPro domain ABC transporter, transmembrane region, type 1; (InterPro:IPR011527); contains InterPro domain ABC transporter, transmembrane region; (InterPro:IPR001140); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)",66.14,1264,0,1647,99.6835443,,
82,Solyc02g069450,0.573015507,12.69074613,38.13860912,6.59E-10,2.72E-08,AT1G31330,PSAF,Encodes subunit F of photosystem I.,67.98,228,1.00E-81,299,91.90283401,,
350,Solyc02g080540,0.578858427,12.96117454,40.50127524,1.96E-10,1.17E-08,AT4G04640,ATPC1,One of two genes (with ATPC2) encoding the gamma subunit of Arabidopsis chloroplast ATP synthase.,88.62,325,2.00E-161,565,85.71428571,,
424,Solyc02g081480,0.582764991,6.811247461,12.61414041,0.00038284,0.002890169,NA,NA,NA,NA,NA,NA,NA,NA,,
175,Solyc02g070530,0.603935183,8.800358398,23.98001789,9.73E-07,1.68E-05,AT5G46240,KAT1,potassium channel protein (KAT1),60.2,701,0,825,99.56458636,,
227,Solyc02g071090,0.605308063,7.330058034,16.31775366,5.36E-05,0.000531631,NA,NA,NA,NA,NA,NA,NA,NA,,
395,Solyc02g081170,0.612477532,9.509235665,36.50410524,1.52E-09,5.83E-08,AT4G04020,FIB,"Fibrillin precursor protein. The fibrillin preprotein, but not the mature protein interacts with ABI2. Regulated by abscisic acid response regulators. Involved in abscisic acid-mediated photoprotection.",64.55,330,6.00E-108,387,99.3883792,,
42,Solyc02g069000,0.62063282,2.881608405,0.747227162,0.38735555,0.621624476,NA,NA,NA,NA,NA,NA,NA,NA,,
81,Solyc02g069440,0.628456404,5.221521443,4.984099444,0.025581297,0.088461774,AT1G31320,LBD4,"LOB domain protein 4 / lateral organ boundaries domain protein 4 (LBD4); Identical to LOB domain-containing protein 4 (LBD4) [Arabidopsis Thaliana] (GB:Q9SHE9;GB:Q6DBF5); similar to ASL5 (phosphoenolpyruvate carboxykinase1) [Arabidopsis thaliana] (TAIR:AT2G30130.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAS07117.1); contains InterPro domain Lateral organ boundaries, LOB; (InterPro:IPR004883)",65.12,172,3.00E-50,194,97.5308642,,
453,Solyc02g081870,0.649066976,3.548614578,1.494056656,0.221588112,0.451601627,AT2G29940,ATPDR3,"ATPDR3/PDR3 (PLEIOTROPIC DRUG RESISTANCE 3); ATPase, coupled to transmembrane movement of substances; Identical to Probable pleiotropic drug resistance protein 3 (PDR3) [Arabidopsis Thaliana] (GB:Q7PC88;GB:O80878); similar to PDR8/PEN3 (PLEIOTROPIC DRUG RESISTANCE8), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT1G59870.1); similar to ATPDR1/PDR1 (PLEIOTROPIC DRUG RESISTANCE 1), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT3G16340.1); similar to ATPDR7/PDR7 (PLEIOTROPIC DRUG RESISTANCE 7), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT1G15210.1); similar to PDR-like ABC transpoter [Oryza sativa (japonica cultivar-group)] (GB:CAD59564.1); similar to Probable pleiotropic drug resistance protein 2 (GB:Q8GU92); similar to Pleiotropic drug resistance protein 13 (GB:Q8S628); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain Plant PDR ABC transporter associated; (InterPro:IPR013581); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)",68.54,1424,0,1980,99.78601997,,
221,Solyc02g071030,0.661914544,15.42540818,15.3068305,9.14E-05,0.000859344,AT1G29930,AB140,"Subunit of light-harvesting complex II (LHCII),which absorbs light and transfers energy to the photosynthetic reaction center.",88.76,267,3.00E-132,467,99.2481203,,
296,Solyc02g071970,0.670808004,2.600627442,0.626693963,0.42857059,0.652245982,NA,NA,NA,NA,NA,NA,NA,NA,,
189,Solyc02g070670,0.686979653,10.50610373,74.06837928,7.55E-18,5.78E-16,AT2G34470,PSKF109,Encodes a urease accessory protein which is essential for the activation of plant urease.,91.13,248,3.00E-135,477,88.84892086,,
430,Solyc02g081550,0.734578089,8.306896586,28.72565827,8.34E-08,2.20E-06,AT5G15250,ATFTSH6,Encodes an FtsH protease that is localized to the chloroplast. AtFtsH6 is involved in the degradation of both Lhcb3 and Lhcb1 during senescence and high-light acclimation.,76.88,666,0,978,97.47399703,,
220,Solyc02g071010,0.753760587,14.68450602,27.35686759,1.69E-07,3.63E-06,AT1G29930,AB140,"Subunit of light-harvesting complex II (LHCII),which absorbs light and transfers energy to the photosynthetic reaction center.",88.76,267,3.00E-132,467,99.2481203,,
517,Solyc02g082560,0.759217857,4.267733761,3.763375121,0.052386734,0.156867539,NA,NA,NA,NA,NA,NA,NA,NA,,
304,Solyc02g072050,0.770829103,3.513554311,2.02341329,0.154890631,0.370631152,AT2G47010,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G17030.1); similar to hypothetical protein MtrDRAFT_AC136840g22v1 [Medicago truncatula] (GB:ABE82418.1),61.93,486,0,631,94.22310757,,
532,Solyc02g082720,0.774861974,6.588101428,15.42200162,8.60E-05,0.000822965,NA,NA,NA,NA,NA,NA,NA,NA,,
26,Solyc02g068760,0.78470535,7.943673954,31.22663438,2.30E-08,6.84E-07,AT2G35130,NA,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G02860.1); similar to putative chloroplast RNA processing protein [Oryza sativa (japonica cultivar-group)] (GB:AAM92824.1); similar to Pentatricopeptide repeat [Medicago truncatula] (GB:ABE94700.1); similar to Os02g0170000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046025.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),66.79,551,0,793,87.5,,
228,Solyc02g071100,0.868708619,7.589156968,27.84965853,1.31E-07,3.19E-06,NA,NA,NA,NA,NA,NA,NA,NA,,
480,Solyc02g082150,0.992909455,6.070409384,21.1313033,4.29E-06,6.39E-05,NA,NA,NA,NA,NA,NA,NA,NA,,
225,Solyc02g071070,1.000977873,2.88856962,1.848934003,0.173907427,0.39141191,AT5G41610,ATCHX18,member of Putative Na+/H+ antiporter family,65.86,785,0,933,93.24487334,,
216,Solyc02g070970,1.097975953,12.70124963,27.5749422,1.51E-07,3.52E-06,AT1G29930,AB140,"Subunit of light-harvesting complex II (LHCII),which absorbs light and transfers energy to the photosynthetic reaction center.",88.76,267,3.00E-132,467,99.2481203,,
488,Solyc02g082240,1.10477967,4.097118127,6.671951309,0.00979419,0.041997486,NA,NA,NA,NA,NA,NA,NA,NA,,
500,Solyc02g082390,1.543240618,2.721568735,3.446139672,0.063399683,0.180792464,NA,NA,NA,NA,NA,NA,NA,NA,,
258,Solyc02g071430,1.552493722,3.446358037,6.603240006,0.010179337,0.043302576,AT1G17020,ATSRG1,Encodes a novel member of the Fe(II)/ascorbate oxidase gene family; senescence-related gene.,53.76,359,3.00E-111,398,96.71232877,,
